municipality_name,municipality_type,ward_no,latitude,longitude,population,household_size,households,road_distance_km,highway_distance_km,hospital_distance_km,school_distance_km,bank_distance_km,market_distance_km,bus_stop_distance_km,tourist_distance_km,electricity_access_pct,internet_access_pct,water_access_pct,average_income_npr,land_price_per_kattha_npr,rent_price_npr,commercial_buildings,industries,agriculture_pct,footfall_index,crime_rate_index,flood_risk_index,landslide_risk_index,purchasing_power_index,business_density,urbanization_rate,development_index,investment_score,recommended_business,business_success_probability
Tilottama,Urban,11,27.69308,83.402264,4196,4.69,895,0.35,1.07,1.76,1.27,0.88,1.49,0.84,10.05,95.63,92.6,100.0,42057.35,17359815.01,20943.4,116,8,10.39,102.7,3.08,3.52,0.85,19.17,27.65,100.0,90.87,66.47,Polyclinic,0.7758
Butwal,Urban,19,27.505711,83.302666,2378,4.29,554,0.44,1.71,2.1,0.64,1.14,0.53,0.42,23.3,100.0,96.7,88.5,53113.97,14258683.56,31550.22,276,9,5.41,95.26,4.41,4.73,0.21,16.32,116.06,100.0,88.5,91.72,Tutoring Center,0.9485
Mayadevi,Rural,4,27.481053,83.493793,1618,5.61,288,5.34,8.18,10.72,3.01,2.13,4.78,4.99,13.59,69.22,38.41,57.03,19582.7,2151728.7,1394.53,7,2,75.08,20.16,1.43,6.13,1.28,81.78,4.33,58.82,42.86,27.72,Fertilizer Store,0.95
Butwal,Urban,3,27.436557,83.299635,5538,4.01,1379,0.78,0.72,0.96,0.54,0.33,0.77,0.29,17.39,99.36,97.44,92.1,49996.85,22360011.35,25607.64,237,17,3.81,93.04,5.33,2.61,0.14,18.79,42.8,100.0,89.66,76.78,Polyclinic,0.8935
Siddharthanagar,Urban,4,27.63378,83.469166,3821,4.9,780,0.19,2.61,2.96,2.07,0.4,1.22,0.19,16.84,94.77,79.82,97.69,40209.49,11132478.33,19476.91,200,18,9.92,83.78,3.44,2.05,1.31,19.64,52.34,100.0,84.51,65.5,Wholesale Distributor,0.8643
Tilottama,Urban,2,27.464185,83.235246,5814,4.88,1190,0.02,2.07,3.45,0.83,0.51,0.26,0.25,1.78,100.0,96.22,88.24,49818.66,22736323.99,29391.07,187,14,11.64,81.29,0.67,4.71,1.75,16.39,32.16,100.0,91.74,67.16,Tutoring Center,0.831
Sammarimai,Rural,1,27.621348,83.451566,1346,6.02,223,2.37,8.7,12.82,2.92,11.77,2.79,4.72,22.44,60.18,40.7,54.44,18560.52,3395711.34,2718.98,12,0,77.12,21.06,0.28,6.08,0.49,49.91,8.92,52.04,36.55,22.05,Agro-vet Clinic,0.95
Mayadevi,Rural,5,27.493681,83.309777,1245,5.84,213,3.89,1.66,2.6,6.31,8.17,3.26,5.07,24.24,35.46,30.07,74.92,12930.52,2068549.73,2074.58,11,0,75.92,10.04,2.02,3.92,1.79,42.06,8.84,48.97,34.31,17.85,Fertilizer Store,0.7027
Gaidahawa,Rural,4,27.567709,83.209062,2248,5.94,378,0.78,3.61,16.19,5.37,7.4,5.72,4.68,29.3,43.71,26.26,66.42,19668.64,1761911.23,2909.88,15,0,73.02,17.24,2.25,5.42,1.94,50.31,6.67,81.53,28.35,19.9,Fertilizer Store,0.8875
Sainamaina,Semi-Urban,10,27.429642,83.387734,2264,5.5,411,2.85,0.25,6.55,1.36,1.22,1.88,1.82,27.75,86.98,31.92,93.97,69091.32,4586942.99,9395.53,49,6,50.03,35.32,2.58,3.83,1.17,66.46,21.64,100.0,62.38,50.98,Bookstore,0.95
Gaidahawa,Rural,4,27.721201,83.459004,1363,5.93,229,1.28,5.12,14.64,3.73,6.65,5.71,4.44,18.11,83.12,58.83,81.76,27323.13,2887943.68,2907.6,3,0,89.33,13.7,0.69,2.42,0.43,69.92,2.2,45.29,60.73,32.49,Agro-vet Clinic,0.95
Gaidahawa,Rural,7,27.602824,83.29396,1288,5.57,231,2.04,10.04,17.15,2.51,9.56,2.82,5.78,6.05,77.58,41.07,52.37,20986.14,1241321.6,3463.21,3,1,67.67,25.52,2.0,7.61,0.38,47.02,2.33,49.54,39.37,25.43,Cold Storage,0.903
Marchawari,Rural,1,27.547339,83.416173,1339,5.06,264,0.13,3.06,17.82,4.51,6.12,4.06,5.29,6.89,64.39,32.51,87.42,19843.0,2252580.21,2902.66,7,2,74.02,1.88,2.01,6.54,0.46,50.84,5.23,50.76,45.14,25.79,Agro-vet Clinic,0.95
Devdaha,Semi-Urban,11,27.415575,83.61856,3357,5.12,655,3.52,4.0,7.61,2.14,3.04,2.15,3.56,1.01,85.91,87.99,90.0,52058.96,1699920.48,11876.52,67,3,41.85,89.08,1.99,3.39,0.75,40.43,19.96,100.0,77.81,74.29,Cold Storage,0.95
Kanchan,Rural,3,27.678854,83.524319,903,5.95,151,2.03,3.18,13.87,2.9,12.46,6.91,4.95,20.0,82.85,56.62,82.7,13098.69,4449557.57,1896.82,8,0,85.39,21.51,2.11,5.93,0.71,45.22,8.0,34.67,56.31,23.53,Dairy Farm,0.91
Kanchan,Rural,4,27.642739,83.640487,1332,5.32,250,4.6,10.52,7.98,4.84,5.11,5.51,5.64,13.04,74.5,39.09,62.25,16970.7,1402737.32,2823.23,2,0,77.15,17.44,1.31,9.73,1.52,44.39,1.5,47.61,46.05,22.43,Agro-vet Clinic,0.882
Kotahimai,Rural,7,27.511347,83.599147,718,5.35,134,0.92,6.47,9.1,5.55,3.58,4.24,4.66,13.5,88.22,22.4,41.23,24760.14,2225749.93,3236.42,4,0,80.18,5.74,2.13,4.88,0.16,58.45,4.0,29.09,38.91,9.72,Fertilizer Store,0.95
Siddharthanagar,Urban,11,27.728952,83.228489,3221,4.73,681,0.66,3.33,3.22,1.24,1.29,1.0,0.08,0.95,97.44,94.23,94.76,44475.96,28520527.58,34975.13,196,19,8.17,54.44,2.61,2.27,1.52,12.36,60.85,100.0,89.65,63.08,Tutoring Center,0.7087
Devdaha,Semi-Urban,1,27.780578,83.287746,4023,4.99,806,3.13,1.03,6.65,0.1,4.3,1.61,2.4,7.85,83.54,69.36,75.91,56519.16,6708843.57,11141.14,46,5,46.68,43.0,1.5,3.99,0.73,46.55,11.43,100.0,67.68,47.38,Bookstore,0.95
Sudhodhan,Rural,6,27.738048,83.597963,1407,5.33,263,1.04,9.63,10.46,2.24,4.34,6.07,6.46,9.15,65.44,39.17,38.69,17844.71,1272253.27,2063.49,6,1,78.13,-2.38,-0.2,7.61,0.31,58.25,4.26,51.17,38.92,1.65,Fertilizer Store,0.95
Sammarimai,Rural,7,27.638764,83.699779,989,6.24,158,5.78,5.6,6.45,7.12,7.66,5.04,5.77,9.88,65.24,30.04,70.85,23998.19,1825076.47,1446.87,8,1,71.07,11.85,1.06,3.8,1.6,98.08,8.0,41.55,40.81,29.34,Agro-vet Clinic,0.95
Devdaha,Semi-Urban,4,27.450195,83.586386,3103,5.07,612,0.38,3.15,6.67,2.1,4.94,1.78,2.75,17.52,89.03,64.04,85.92,23026.26,8644139.55,14734.35,69,7,33.17,32.22,3.46,1.41,1.93,14.63,22.24,100.0,69.16,43.84,Grocery Store,0.7287
Marchawari,Rural,2,27.796044,83.35594,958,5.66,169,2.54,4.72,5.74,2.8,3.54,2.81,4.6,15.1,74.17,39.7,45.26,28378.19,1702182.01,3824.75,14,1,81.67,25.66,2.06,0.56,0.01,58.82,14.0,39.84,43.68,32.45,Agro-vet Clinic,0.95
Kotahimai,Rural,2,27.564479,83.401203,1091,6.04,180,4.19,4.7,8.96,2.71,3.83,7.45,3.48,17.7,80.29,18.59,42.69,8438.73,1945092.76,1631.68,19,1,81.06,32.64,0.82,6.59,1.86,32.07,17.42,46.01,36.53,27.24,Dairy Farm,0.7843
Kanchan,Rural,2,27.662812,83.649193,538,5.02,107,1.08,9.87,14.53,3.77,4.26,2.94,3.81,35.81,77.23,16.41,76.35,9278.35,2465795.58,2934.03,12,0,78.54,21.3,1.26,4.58,0.45,23.58,12.0,27.38,43.59,16.64,Fertilizer Store,0.6034
Omsatiya,Rural,4,27.631053,83.379604,1371,5.72,239,3.87,2.85,5.01,2.62,10.12,1.96,1.66,10.37,68.23,41.03,88.0,15942.87,2923120.59,1130.26,8,1,84.49,14.9,1.53,4.76,0.82,74.84,5.84,48.98,53.42,27.12,Fertilizer Store,0.95
Mayadevi,Rural,2,27.78846,83.481094,1062,5.63,188,3.34,9.07,7.46,3.77,8.46,4.57,2.74,19.28,42.22,52.88,76.05,10193.24,3103870.96,2534.78,8,0,62.13,31.57,2.53,0.7,0.79,28.84,7.53,46.42,43.0,24.03,Dairy Farm,0.6716
Kotahimai,Rural,7,27.730921,83.220958,720,6.32,113,2.42,1.94,13.61,6.13,7.06,5.45,5.39,31.32,55.96,64.05,73.03,14334.84,3454449.54,3775.16,12,1,77.51,32.01,1.61,4.31,0.76,30.02,12.0,33.15,48.13,28.38,Fertilizer Store,0.7369
Devdaha,Semi-Urban,1,27.737685,83.44201,939,5.07,185,1.64,3.05,4.79,3.51,1.96,3.81,0.82,11.64,96.73,57.88,85.73,106941.81,11263219.53,11330.51,26,2,24.57,5.04,3.76,0.8,0.34,86.73,26.0,61.2,70.41,55.31,Grocery Store,0.95
Butwal,Urban,3,27.759186,83.242064,3739,4.02,930,0.39,2.55,4.48,0.76,0.51,1.05,0.39,28.18,97.72,93.7,85.45,45726.81,17942534.28,24286.13,198,6,17.47,80.62,4.66,1.38,1.42,18.08,52.96,100.0,84.56,71.66,Tutoring Center,0.8533
Mayadevi,Rural,3,27.549889,83.474934,1160,6.25,185,1.79,5.64,15.28,4.45,5.35,1.03,2.78,8.43,85.16,14.5,69.84,8339.16,1459615.06,3673.13,0,1,68.14,26.08,2.07,1.54,0.3,17.84,0.0,44.36,40.99,17.76,Cold Storage,0.3601
Kanchan,Rural,4,27.563382,83.539849,1827,5.29,345,1.28,2.73,15.88,2.0,4.74,2.07,3.0,20.22,89.63,40.31,84.68,12481.65,1735368.62,2219.8,16,0,88.94,28.93,2.96,8.66,0.58,38.77,8.76,64.53,56.63,41.32,Fertilizer Store,0.8134
Gaidahawa,Rural,4,27.564476,83.413743,1485,6.28,236,0.77,11.71,14.71,5.7,7.89,6.33,2.55,23.95,83.79,22.08,63.2,22508.12,3350753.72,4623.26,14,0,98.28,29.18,0.89,2.26,1.38,40.03,9.43,50.67,40.94,30.51,Cold Storage,0.8054
Sudhodhan,Rural,1,27.698831,83.309357,1629,5.07,321,3.65,4.61,18.25,4.67,6.88,4.16,0.05,16.89,58.94,68.23,50.79,23037.22,996061.87,3184.71,14,1,100.0,3.31,2.35,9.17,0.81,55.05,8.59,54.47,40.25,21.6,Fertilizer Store,0.9252
Lumbini Sanskritik,Semi-Urban,7,27.517341,83.462735,2982,5.29,563,1.8,5.86,7.9,1.88,3.38,3.15,0.86,0.75,96.06,91.02,96.65,5000.0,10126156.02,7719.43,55,9,30.15,42.45,2.78,0.0,1.42,5.73,18.44,100.0,84.32,36.23,Handicraft Shop,0.3911
Butwal,Urban,13,27.405159,83.47015,5912,4.09,1447,1.88,0.65,3.31,0.22,2.2,0.63,0.44,9.88,96.74,88.56,100.0,57769.65,21690117.41,15343.83,146,23,5.27,62.7,5.71,0.67,1.26,35.35,24.7,100.0,85.59,62.06,Bookstore,0.95
Omsatiya,Rural,4,27.677369,83.550306,1412,5.75,245,3.72,10.98,19.2,2.81,1.79,7.09,4.7,8.58,70.56,25.2,100.0,13733.48,2068227.39,4180.49,21,1,67.3,39.71,1.48,2.52,0.62,26.51,14.87,60.57,50.01,36.82,Fertilizer Store,0.7294
Rohini,Rural,4,27.72397,83.491565,879,5.96,147,5.73,2.54,11.26,4.25,12.39,6.41,3.51,31.28,59.6,54.6,55.53,16578.08,3272465.66,3678.93,9,0,76.59,24.28,1.56,3.78,0.12,35.43,9.0,36.99,38.2,24.25,Dairy Farm,0.5373
Gaidahawa,Rural,3,27.464769,83.529051,738,5.17,142,0.37,7.15,16.8,5.88,3.65,8.99,2.44,9.58,77.59,40.22,100.0,9016.31,3192303.58,2166.63,8,0,76.41,11.6,2.04,0.59,1.1,28.47,8.0,32.42,57.21,29.03,Fertilizer Store,0.6982
Marchawari,Rural,3,27.630793,83.37274,1273,5.12,248,5.78,11.45,12.7,1.13,4.59,4.85,3.85,29.89,100.0,2.28,77.58,29357.25,1676482.06,3491.43,12,1,79.01,24.36,-0.53,5.81,1.87,65.36,9.43,49.29,48.38,28.47,Stationery Shop,0.95
Marchawari,Rural,1,27.72387,83.675266,930,5.66,164,2.19,2.94,19.65,3.7,5.23,4.53,5.61,27.08,70.6,1.01,74.89,23707.32,1552536.05,4269.17,11,2,85.74,4.78,2.9,9.58,1.08,44.99,11.0,36.58,30.55,10.82,Dairy Farm,0.7484
Siddharthanagar,Urban,12,27.65026,83.485804,7100,4.52,1569,0.78,2.2,0.29,0.94,0.36,0.61,0.38,9.39,97.04,83.72,94.36,15705.51,30264860.12,33710.16,181,15,4.14,105.44,6.85,4.39,1.12,4.52,25.49,100.0,83.68,65.85,Medical Supply Store,0.3799
Sammarimai,Rural,1,27.658229,83.222793,1018,5.25,193,2.56,1.45,12.6,3.98,7.39,4.33,1.98,32.7,63.16,32.04,53.3,5000.0,1741249.71,3110.39,12,0,91.34,6.06,1.05,0.97,0.36,12.16,11.79,37.94,35.19,18.84,Dairy Farm,0.4245
Siddharthanagar,Urban,10,27.618772,83.437545,3653,4.78,763,0.16,1.55,2.08,0.75,0.1,0.96,0.48,6.23,99.0,87.33,100.0,62120.4,11261817.45,28478.16,223,11,12.12,99.19,0.67,2.01,1.04,21.07,61.05,100.0,93.23,77.53,Bookstore,0.95
Gaidahawa,Rural,9,27.453204,83.279368,967,6.0,161,0.65,2.51,9.39,5.21,1.8,2.64,4.53,18.39,100.0,2.84,49.05,24023.37,1500721.03,1378.61,12,1,97.79,26.57,2.16,6.1,0.98,101.0,12.0,34.47,39.93,25.16,Cold Storage,0.95
Lumbini Sanskritik,Semi-Urban,1,27.56764,83.49965,1022,4.51,226,1.62,0.18,4.92,2.64,3.18,2.39,0.7,3.19,91.16,53.65,63.1,87503.15,8154982.93,10687.22,71,5,53.56,44.05,3.81,3.75,1.83,74.87,69.47,72.99,59.31,56.05,Cold Storage,0.95
Tilottama,Urban,6,27.507519,83.299322,3776,4.56,828,0.03,0.06,4.79,0.64,1.16,0.06,0.53,26.83,96.56,82.18,100.0,43926.45,24997095.16,40226.34,237,17,10.99,89.74,3.45,0.25,0.46,10.65,62.76,100.0,86.15,72.72,Bookstore,0.8776
Tilottama,Urban,3,27.48826,83.269063,5000,4.67,1069,1.08,2.28,0.81,0.61,1.87,0.13,0.38,18.96,98.07,90.56,94.1,51928.56,23673187.73,17113.57,185,20,14.47,59.41,4.53,2.52,0.62,28.67,37.0,100.0,87.53,71.36,Medical Supply Store,0.95
Mayadevi,Rural,7,27.698086,83.316112,582,5.3,109,1.73,8.44,12.38,5.51,4.92,1.98,1.69,10.46,74.65,15.43,65.62,22951.19,1530427.45,2622.66,13,0,84.23,23.31,1.61,6.83,0.66,63.35,13.0,27.39,38.01,36.69,Fertilizer Store,0.95
Devdaha,Semi-Urban,10,27.604228,83.259976,3291,5.36,613,0.88,5.89,1.86,2.73,3.89,2.36,2.34,23.2,95.15,78.08,73.57,26118.68,8218622.29,10219.59,46,8,38.74,27.61,2.11,4.18,1.1,23.28,13.98,100.0,75.48,41.96,Pharmacy,0.6478
Mayadevi,Rural,1,27.604445,83.502156,1710,6.24,273,2.7,5.63,13.57,4.21,9.81,3.04,6.81,5.72,80.42,42.16,66.69,18363.62,2149836.44,1614.57,13,1,72.7,9.77,1.26,0.11,1.09,70.24,7.6,64.69,46.69,21.83,Agro-vet Clinic,0.95
Tilottama,Urban,14,27.542877,83.372046,916,4.88,187,0.97,4.74,5.46,0.91,0.91,1.3,1.01,20.83,94.72,81.07,91.89,49968.74,25348857.27,15402.42,84,19,5.86,49.72,4.22,2.98,1.99,30.46,84.0,89.32,80.88,69.94,Tutoring Center,0.95
Sammarimai,Rural,3,27.538007,83.227366,1051,5.33,197,0.3,9.92,15.4,3.72,6.13,4.76,5.48,0.1,75.51,9.16,51.5,25277.9,2645969.47,2893.51,7,0,90.93,39.04,1.02,5.09,1.72,64.92,6.66,37.05,31.59,26.52,Dairy Farm,0.95
Marchawari,Rural,6,27.795536,83.441616,1299,6.49,200,0.25,4.1,18.52,4.5,5.34,7.0,3.0,19.72,63.27,14.81,43.43,8844.28,1017244.93,924.41,9,0,76.73,9.57,0.56,1.64,1.57,45.96,6.93,49.55,25.64,15.3,Fertilizer Store,0.8331
Sammarimai,Rural,2,27.449538,83.235268,1272,5.12,248,5.61,7.19,13.1,5.85,7.21,3.72,2.22,7.33,62.22,0.74,83.99,20440.52,1305548.87,2487.59,5,2,80.16,27.9,2.54,1.56,1.09,58.61,3.93,46.11,30.56,21.31,Cold Storage,0.95
Omsatiya,Rural,4,27.565407,83.219906,1146,5.06,226,3.82,6.41,6.08,2.9,7.81,4.91,4.37,19.88,64.95,53.43,52.36,23909.46,2384726.47,2797.48,7,2,65.77,10.3,1.18,5.96,1.63,62.96,6.11,47.45,45.43,17.88,Dairy Farm,0.95
Sainamaina,Semi-Urban,11,27.478675,83.318742,3283,5.1,643,0.13,1.53,8.51,1.51,3.8,3.91,1.85,26.47,88.36,77.02,73.9,38568.56,6266748.48,8187.5,22,3,36.04,28.77,2.45,1.54,1.85,41.98,6.7,100.0,70.33,42.1,Mobile Repair Shop,0.95
Rohini,Rural,4,27.618671,83.642239,1818,5.29,343,7.83,3.61,4.62,2.39,10.58,6.9,4.49,16.76,52.01,26.07,74.53,8781.03,1287745.72,2935.92,12,0,78.38,21.43,2.18,7.62,1.62,22.31,6.6,65.83,35.98,16.3,Fertilizer Store,0.1501
Sammarimai,Rural,7,27.739389,83.381628,1757,6.21,283,4.42,6.67,17.47,3.31,5.29,3.89,7.88,19.88,63.87,55.83,52.97,19485.42,3296981.5,2345.6,5,0,96.65,11.16,-0.57,8.98,1.05,58.24,2.85,55.72,42.88,15.61,Cold Storage,0.95
Tilottama,Urban,1,27.578691,83.261725,6129,4.84,1266,0.09,0.32,2.26,1.34,2.22,1.24,0.73,1.67,98.12,91.94,100.0,41505.61,16137156.26,28033.22,261,12,0.0,73.82,5.37,4.35,0.18,14.3,42.58,100.0,88.36,68.16,Bookstore,0.7474
Kotahimai,Rural,5,27.472727,83.415173,1406,5.8,242,1.33,3.33,14.6,4.45,1.37,5.82,5.76,16.7,83.83,28.32,75.0,9552.71,2154656.26,2632.93,6,3,92.53,8.5,1.78,3.8,1.23,26.29,4.27,46.82,49.73,20.62,Agro-vet Clinic,0.5704
Devdaha,Semi-Urban,2,27.636687,83.296012,3392,5.1,664,3.01,9.8,2.19,2.24,0.12,3.05,1.45,10.29,99.62,53.38,68.11,5000.0,10253298.36,3804.75,50,0,35.2,82.87,2.86,2.43,0.17,10.41,14.74,100.0,67.06,49.02,Grocery Store,0.6382
Marchawari,Rural,5,27.645674,83.318305,200,5.11,39,1.74,5.14,8.95,5.86,7.09,5.24,2.65,0.81,92.66,25.75,62.19,17694.49,1558353.6,4684.58,19,0,68.78,17.24,0.85,0.99,1.53,31.13,19.0,22.97,47.53,28.17,Agro-vet Clinic,0.8901
Omsatiya,Rural,2,27.680346,83.342603,908,5.72,158,7.3,4.76,16.78,4.28,6.34,4.96,2.62,18.0,78.07,45.32,45.76,22662.17,1667919.77,3700.7,24,0,83.93,12.62,1.65,6.83,1.87,48.21,24.0,41.66,37.39,19.24,Cold Storage,0.9389
Siyari,Rural,1,27.632689,83.583174,1584,5.97,265,2.53,9.0,16.05,2.91,4.7,6.53,6.25,31.2,61.29,18.48,67.55,20815.68,940730.54,2907.02,8,0,78.95,17.1,1.21,7.69,0.85,53.28,5.05,57.03,34.81,18.93,Dairy Farm,0.95
Mayadevi,Rural,6,27.413773,83.422913,1231,5.13,239,3.13,11.44,12.4,5.21,5.84,2.8,6.84,4.68,73.3,34.43,88.52,20977.45,1528084.19,2867.83,10,0,72.21,33.51,2.21,9.77,0.75,54.24,8.12,49.27,49.92,29.38,Agro-vet Clinic,0.95
Rohini,Rural,2,27.747813,83.290329,1658,5.59,296,1.45,3.66,22.58,2.24,9.25,4.71,3.36,1.82,55.93,28.03,52.63,18597.99,1491661.51,4684.35,15,2,73.19,21.36,-0.6,0.07,1.38,32.72,9.05,63.78,28.37,19.04,Agro-vet Clinic,0.814
Kotahimai,Rural,7,27.5473,83.689516,1226,6.36,192,2.43,10.48,20.19,4.07,7.93,1.96,1.26,17.44,80.83,28.1,62.28,17697.98,2902224.2,3086.11,6,1,77.83,25.27,1.12,5.58,0.11,43.31,4.89,45.83,38.64,23.75,Agro-vet Clinic,0.95
Rohini,Rural,5,27.516351,83.434703,1026,5.29,193,4.59,6.43,8.39,3.27,11.52,3.81,3.02,14.39,81.9,26.5,50.06,17505.54,2780542.68,2027.85,14,0,68.92,6.91,3.05,0.27,1.57,57.82,13.65,45.7,35.88,18.27,Dairy Farm,0.95
Butwal,Urban,18,27.614217,83.438492,6339,4.89,1295,0.37,2.6,0.35,0.5,1.46,0.92,0.17,8.74,96.03,85.15,95.55,49940.64,5726866.69,18145.19,143,13,7.31,91.97,1.21,4.55,0.01,26.09,22.56,100.0,89.69,69.23,Pharmacy,0.95
Rohini,Rural,6,27.405679,83.328816,1942,6.1,318,2.04,15.95,23.4,1.74,5.99,10.02,3.92,34.32,78.66,0.0,72.25,24433.13,1512012.3,2603.68,4,0,60.9,19.15,2.71,7.94,1.15,67.8,2.06,71.59,31.01,25.71,Agro-vet Clinic,0.95
Devdaha,Semi-Urban,3,27.495316,83.312191,1126,4.51,249,1.53,3.83,10.49,2.49,2.91,3.58,2.21,25.35,91.05,48.63,87.34,5000.0,12273487.46,9724.88,32,7,35.7,65.19,2.21,4.83,0.89,4.66,28.42,65.87,64.75,47.12,Tailoring Shop,0.1903
Omsatiya,Rural,1,27.675108,83.336737,1147,5.53,207,1.95,7.61,2.03,1.99,5.24,2.36,0.25,3.9,79.34,30.92,81.69,21799.61,3223443.36,3262.21,6,1,73.42,11.76,2.05,8.42,0.06,51.15,5.23,44.78,56.33,25.14,Cold Storage,0.95
Devdaha,Semi-Urban,12,27.487035,83.266889,2046,5.12,399,0.38,1.39,5.32,1.02,1.81,2.08,0.63,0.98,85.13,75.55,71.93,5000.0,10195866.51,9409.23,40,5,13.81,59.89,2.88,4.22,0.72,4.8,19.55,100.0,70.39,38.36,Bookstore,0.4911
Sainamaina,Semi-Urban,5,27.424362,83.550783,2484,4.83,514,1.39,5.59,6.9,2.94,2.12,2.03,0.21,31.04,94.66,81.45,95.84,55326.52,12670645.51,9398.58,14,7,12.94,53.4,3.46,3.16,1.04,53.21,5.64,100.0,80.52,42.54,Supermarket,0.95
Rohini,Rural,5,27.472705,83.452066,738,5.7,129,1.31,9.62,15.58,3.84,6.03,6.18,5.36,26.95,79.61,13.51,74.15,15016.85,3678351.47,2474.37,10,0,82.23,2.58,1.06,5.45,0.27,43.22,10.0,31.47,41.31,23.14,Agro-vet Clinic,0.917
Marchawari,Rural,6,27.465342,83.252157,251,5.16,48,7.08,11.56,13.81,4.14,10.32,4.19,2.77,18.7,83.64,27.01,86.83,14883.25,2270707.22,2097.3,14,0,92.22,23.21,1.37,0.25,1.39,48.05,14.0,15.46,46.78,30.59,Dairy Farm,0.95
Sammarimai,Rural,2,27.789776,83.687801,1732,5.19,333,5.64,7.5,16.23,3.33,5.85,6.08,5.75,9.98,64.97,28.78,54.12,19002.3,2487124.29,3262.07,0,0,57.82,33.7,0.63,6.62,1.43,44.58,0.0,64.62,33.14,19.35,Dairy Farm,0.78
Omsatiya,Rural,5,27.4501,83.527755,1240,6.3,196,2.03,7.5,16.84,2.3,6.77,6.99,5.06,0.79,68.01,0.0,74.66,16937.49,2943158.72,3596.76,0,1,76.81,7.26,1.77,1.88,0.37,36.85,0.0,44.16,31.82,15.73,Dairy Farm,0.6517
Gaidahawa,Rural,5,27.736139,83.208749,1238,6.23,198,1.81,3.37,5.33,1.17,8.99,7.38,7.7,3.44,87.65,53.26,61.3,22250.4,2334144.6,3107.44,11,1,92.84,32.95,1.94,7.03,1.67,54.17,8.89,43.69,56.81,30.85,Bookstore,0.95
Siddharthanagar,Urban,2,27.656179,83.357081,3208,4.71,680,0.64,0.97,1.02,1.43,0.99,0.57,0.39,21.76,98.01,98.11,88.82,49718.62,15585173.01,36734.99,226,12,0.7,83.44,3.93,1.46,0.59,13.18,70.45,100.0,89.0,80.11,Medical Supply Store,0.6665
Kanchan,Rural,3,27.500929,83.657645,1398,5.16,271,2.41,10.76,13.33,4.49,6.79,2.63,6.12,5.87,66.16,11.29,67.33,15912.85,2275243.14,3348.34,5,0,90.74,24.96,3.16,6.77,1.37,36.6,3.58,46.72,31.59,13.93,Dairy Farm,0.7391
Siddharthanagar,Urban,1,27.415603,83.427783,5252,4.83,1086,0.97,2.59,3.8,0.45,1.64,0.71,0.54,1.34,98.25,90.43,100.0,27776.57,10333549.64,33553.15,161,15,9.43,66.7,5.28,0.34,0.54,8.04,30.65,100.0,87.52,59.12,Tutoring Center,0.6896
Sammarimai,Rural,7,27.688422,83.328576,1779,5.22,340,0.15,5.85,15.28,1.89,12.16,3.21,4.44,2.71,86.88,18.59,82.79,25260.59,2011319.41,2403.59,8,1,74.16,12.51,1.32,3.42,1.96,74.22,4.5,64.32,46.69,17.83,Dairy Farm,0.95
Sainamaina,Semi-Urban,11,27.466615,83.693088,2046,4.57,447,2.33,4.95,5.34,3.23,2.98,4.28,1.54,1.21,86.15,73.21,98.64,18180.56,6167654.16,10428.55,50,9,38.37,77.5,2.18,2.98,1.77,15.91,24.44,99.87,76.87,63.48,Travel Agency,0.6208
Omsatiya,Rural,2,27.652007,83.408691,906,6.1,148,1.66,8.27,1.9,5.66,5.46,5.11,3.38,13.94,92.19,0.0,69.75,15731.82,3380981.24,2112.67,13,1,92.62,13.33,0.91,6.28,1.66,50.54,13.0,34.6,45.72,15.74,Agro-vet Clinic,0.95
Kotahimai,Rural,5,27.746805,83.534634,928,5.31,174,2.83,2.14,18.57,3.49,7.53,10.54,2.81,41.38,100.0,22.19,66.5,17194.55,900502.88,3281.92,9,1,78.66,42.16,1.95,5.43,0.26,40.16,9.0,37.84,44.74,27.31,Agro-vet Clinic,0.7811
Kanchan,Rural,5,27.649182,83.423437,923,5.25,175,4.38,10.87,11.21,2.54,12.0,3.29,4.07,4.45,84.78,0.0,77.2,22113.91,1229879.19,3692.77,15,1,82.51,17.69,1.04,2.48,1.98,47.12,15.0,38.94,37.9,31.45,Dairy Farm,0.95
Butwal,Urban,4,27.67389,83.306041,3805,4.41,862,0.02,0.23,0.13,0.85,1.22,1.02,0.35,24.59,97.03,90.62,87.52,57853.85,16872096.81,21812.51,262,14,12.94,78.62,6.33,4.49,1.82,25.36,68.86,100.0,84.28,76.66,Medical Supply Store,0.95
Tilottama,Urban,5,27.480365,83.60256,4305,4.95,869,0.88,3.89,3.78,1.36,1.09,1.3,0.66,16.7,98.05,88.48,94.6,47106.01,17557619.6,37741.36,200,9,9.75,64.31,4.71,4.36,1.23,12.16,46.46,100.0,85.44,59.68,Bookstore,0.6222
Siddharthanagar,Urban,6,27.650733,83.326599,5778,4.98,1160,0.75,1.6,2.19,0.72,1.31,1.8,1.11,11.3,97.67,85.87,97.92,48917.77,16695696.19,27005.54,159,20,7.05,89.92,2.1,1.18,1.43,17.47,27.52,100.0,89.23,70.34,Bookstore,0.95
Sainamaina,Semi-Urban,7,27.450844,83.413771,2897,5.26,550,0.66,3.53,2.56,2.65,3.03,0.18,2.78,16.77,89.88,83.04,74.05,46745.03,8874691.03,4927.99,30,13,35.42,64.62,1.85,2.43,0.67,78.85,10.36,100.0,76.02,52.28,Restaurant,0.95
